0 8672.759 -6.828564643859863 17.345518112182617 43.2299919128418 0.20353469252586365 0.22588206827640533 0.2533009350299835 -1119.9407360839843 2076872.75875
10 11087.78 14.718396186828613 22.175559997558594 37.37486267089844 75.04594421386719 75.04607391357422 75.04609680175781 -1618.0749658203124 2938174.5525
20 17497.03 30.48546028137207 34.99406433105469 39.935325622558594 162.56446838378906 162.56439208984375 162.56448364257812 -2718.6324096679687 7760231.29
30 13069.625 19.6412410736084 26.13924789428711 35.96485900878906 228.20997619628906 228.2100372314453 228.20999145507812 -1898.948572998047 3804638.5925
40 12845.557 20.990753173828125 25.691112518310547 37.01935958862305 287.4651184082031 287.4652404785156 287.4651184082031 -1839.8488916015624 3466349.0
50 15412.191 28.222396850585938 30.82438087463379 36.387542724609375 355.7234191894531 355.7232666015625 355.7234191894531 -2257.846845703125 5159423.195
60 15237.812 26.82647132873535 30.475624084472656 35.43388748168945 422.7516784667969 422.75152587890625 422.7516784667969 -2189.6809033203126 4787124.335
70 15386.451 28.545011520385742 30.772905349731445 36.329620361328125 486.7948303222656 486.7949523925781 486.7948303222656 -2183.4622436523437 4658713.085
80 14671.684 27.632444381713867 29.34337043762207 35.698917388916016 549.6115112304688 549.6119995117188 549.6115112304688 -2027.494033203125 3944686.6075
90 14639.781 27.58709716796875 29.279565811157227 35.88725280761719 611.5519409179688 611.5523071289062 611.5519409179688 -1979.3463037109375 3719641.5875
100 14940.291 28.859149932861328 29.88058090209961 35.55895233154297 675.17626953125 675.1765747070312 675.17626953125 -1990.3805908203126 3719040.945
110 15017.859 28.93807601928711 30.03571891784668 35.85010528564453 739.2444458007812 739.24462890625 739.2444458007812 -1970.1394091796874 3570490.85
120 14990.738 29.261945724487305 29.981477737426758 35.87184524536133 802.970947265625 802.9707641601562 802.970947265625 -1922.7386657714844 3356566.115
130 15146.949 29.596590042114258 30.293895721435547 35.78672409057617 866.4025268554688 866.4026489257812 866.4025268554688 -1907.81640625 3267519.2925
