0 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -0.09626742452383041 -0.07525824010372162 -0.050250936299562454 1.5712951391935348 49.312056922912596
10 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.066253662109375 -10.040563583374023 -10.003061294555664 -8.095919156074524 0.0008891454082913697
20 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.03777027130127 -9.987347602844238 -9.945974349975586 -8.038310432434082 0.0007308020198252052
30 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.031505584716797 -9.999211311340332 -9.960942268371582 -8.049330592155457 0.0002797996850858908
40 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.02838134765625 -9.989331245422363 -9.946922302246094 -8.035248851776123 0.00035571343323681504
50 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.03429889678955 -9.99006175994873 -9.966139793395996 -8.052456283569336 0.0002369969977735309
60 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.270450592041016 -10.108905792236328 -9.980438232421875 -8.171148753166198 0.005618264910299331
70 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.050431251525879 -10.010848045349121 -9.988247871398926 -8.095080614089966 0.00023018398169369903
80 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.020875930786133 -9.994671821594238 -9.966415405273438 -8.047160625457764 9.207634175254498e-05
90 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -9.996825218200684 -9.981267929077148 -9.961858749389648 -8.02191379070282 0.00011958015729760519
100 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.030922889709473 -10.01148796081543 -9.978238105773926 -8.061766982078552 9.752705955179408e-05
110 -100.000015 -0.10000000149011612 -0.09999995678663254 -0.10000000149011612 -10.0267915725708 -10.011351585388184 -9.979769706726074 -8.051451706886292 6.864439637865871e-05
